,ner_id,link,name,orcid,affiliation
1139,2724,profile/Philippe-Solano,Philippe Solano,,"Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES)Bobo-Dioulasso, Burkina Faso; Institute of Research for Development France; Institute of Research for Development | IRD"
1140,2726,profile/Ariane-Dor,Ariane Dor,,
1141,2729,profile/David-Pleydell,David Pleydell,,"Université de Franche-Comté France; INRA, UMR BGPI Montpellier, France; French National Institute for Agriculture, Food, and Environment (INRAE) Montpellier, France; French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1142,2733,profile/Souleymane-Diallo,Souleymane Diallo,,Czech University of Life Sciences Prague | CULS
1143,2735,profile/Neil-Carter-5,Neil Henderson Carter,,"Michigan State University East Lansing, United States; University of Michigan | U-M"
1144,2736,profile/Chelsea-Batavia,Chelsea Batavia,,Oregon State University | OSU
1145,2737,profile/Michael-Nelson-38,Michael Paul Nelson,,Oregon State University | OSU
1146,2739,profile/Karine-Huber,Karine Huber,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1147,2741,profile/Gueler-Demirbas-Uzel-2,Güler Demirbas-Uzel,,International Atomic Energy Agency (IAEA)FAO/IAEA Agriculture and Biotechnology Laboratories; International Atomic Energy Agency (IAEA)FAO/IAEA Agriculture and Biotechnology Laboratories; International Atomic Energy Agency (IAEA) | IAEA
1148,2742,profile/Robert-Mach-2,Robert Mach,,"TU Wien Vienna, Austria; TU Wien, Inst of Chemical, Environmental and Bioscience Engineering Austria; TU Wien, Inst of Chemical, Environmental and Bioscience Engineering Austria; TU Wien | TU Wien"
1149,2745,profile/Olivier-Gnankine,Olivier Gnankine,,"University of Ouagadougou Ouagadougou, Burkina Faso; University of Ouagadougou | UO"
1150,2747,profile/Gustavo-Salvador-Herranz,Gustavo Salvador-Herranz,,"University CEU Cardenal Herrera Valencia, Spain; MAPA Technology SL Spain; Universitat Politècnica de València Valencia, Spain; Universitat Politècnica de València | UPV"
1151,2749,profile/Leanne-Lobb,Leanne Lobb,,University of the Witwatersrand | wits
1152,2751,profile/Reginald-De-Deken,Reginald De Deken,,Institute of Tropical Medicine | ITM
1153,2753,profile/Claire-Garros-2,Claire Garros,,Cirad - La recherche agronomique pour le développement | CIRAD
1154,2758,profile/Maryam-Diarra,Maryam Diarra,,
1155,2759,profile/Aliou-Diop,Aliou Diop,,"Gaston Berger University, Saint-Louis"
1156,2761,profile/Sow-Adama,Sow Adama,,Ecole Inter Etats des Sciences et Médecine Vétérinaires de Dakar | EISMV
1157,2763,profile/Paola-Bouley-3,Paola Bouley,,
1158,2764,profile/Michael-Poulos,Michael J. Poulos,,Boise State University | BSU
1159,2766,profile/Mintesnot-Tsegaye,Mintesnot Tsegaye,,National Institute for control and eradication of Trypanosomosis and Tsetse fly Ethiopia
1160,2767,profile/Kumela-Dera,Kumela Lelisa Dera,,Addis Ababa University | AAU
1161,2769,profile/Mireille-Bassene,Mireille Bassene,,
1162,2771,profile/Kounbobr-Dabire,Kounbobr Roch Dabiré,,
1163,2774,profile/Francois-Roger,François Louis Roger,,"Cirad - Agronomic Research for International Development Montpellier, France; Kasetsart University Bangkok, Thailand; Cirad - La recherche agronomique pour le développement | CIRAD"
1164,2775,profile/Vincent-Porphyre,Vincent Porphyre,,Cirad - La recherche agronomique pour le développement | CIRAD
1165,2777,profile/Gerald-Chikowore,Gerald Chikowore,,Rhodes University | RU
1166,2778,profile/Chinwada-P,Chinwada P.,,University of Zimbabwe | UZ
1167,2782,profile/Marina-Beral,Marina Beral,,"Ministère de l'agriculture, de l'alimentation, de la pêche, de la ruralité et de l' aménagement du territoire"
1168,2783,profile/Vincent-Rakotoharinome,Vincent Michel Rakotoharinome,,
1169,2784,profile/Soa-Andriamandimby,Soa Fy Andriamandimby,,
1170,2786,profile/Lawrence-Hudson-2,Lawrence N Hudson,,"Natural History Museum, London London, United Kingdom; Natural History Museum, London United Kingdom; Natural History Museum, London London, United Kingdom; Natural History Museum, London"
1171,2787,profile/Tim-Newbold-2,Tim Newbold,,"UNEP World Conservation Monitoring Centre Cambridge, United Kingdom; University College London United Kingdom; University College London London, United Kingdom; University College London | UCL"
1172,2789,profile/Samantha-Hill-12,Samantha Hill,,
1173,2791,profile/Florence-Dieval,Florence Dieval,,French National Centre for Scientific ResearchFrance; Université de Haute-AlsaceFrance; Université de Haute-Alsace | UHA
1174,2792,profile/Jean-Francois-Fafet,Jean-Francois Fafet,,
1175,2794,profile/Fabrice-Chandre,Fabrice Chandre,,Institute of Research for Development | IRD
1176,2797,profile/Marc-Vreysen,Marc J B Vreysen,,International Atomic Energy Agency (IAEA) | IAEA
1177,2800,profile/Kaba-Dramane-2,Kaba Dramane,,
1178,2801,profile/Vincent-Djohan,Vincent Djohan,,"University ""Félix Houphouët-Boigny"""
1179,2803,profile/Stephanie-Jacquet-2,Stéphanie Jacquet,,Claude Bernard University Lyon 1 | UCBL
1180,2804,profile/Nitu-Pages,Nitu Pages,,"CReSA Research Centre for Animal Health Cerdanyola del Vallès, Spain; Cirad - La recherche agronomique pour le développement | CIRAD"
1181,2805,profile/Sandra-Talavera,Sandra Talavera,,CReSA Research Centre for Animal Health
1182,2809,profile/Martin-Somda,Martin Bienvenu Somda,,"Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) Bobo-Dioulasso, Burkina Faso; Université polytechnique de Bobo-Dioulasso Burkina Faso; Université polytechnique de Bobo-Dioulasso Bobo-Dioulasso, Burkina Faso"
1183,2810,profile/Sylvie-Cornelie,Sylvie Cornelie,,Institute of Research for Development | IRD
1184,2811,profile/Francoise-Mathieu-Daude,Francoise Mathieu-Daude,,Institute of Research for Development | IRD
1185,2813,profile/Helene-Guis,Helene Guis,,Cirad - La recherche agronomique pour le développement | CIRAD
1186,2817,profile/Giuliano-Cecchi,Giuliano Cecchi,,"Food and Agriculture Organization of the United Nations Luanda, Angola; Food and Agriculture Organization of the United Nations Ethiopia; Food and Agriculture Organization of the United Nations Khartoum, Sudan; Food and Agriculture Organization of the United Nations | FAO"
1187,2819,profile/Claire-Garros,Claire Garros,,"University of California, IrvineCollege of Health Sciences; Université Catholique de Louvain - UCLouvainBelgium; Cirad - La recherche agronomique pour le développement France; Cirad - La recherche agronomique pour le développement | CIRAD"
1188,2820,profile/Eric-Lombaert,Eric Lombaert,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1189,2822,profile/Laure-Bournez,Laure Bournez,,"Agence Nationale de Sécurité Sanitaire de l'Alimentation, de l'Environnement et du Travail | ANSES"
1190,2823,profile/Nidia-Cangi,Nidia Cangi,,"Eduardo Mondlane University Maputo, Mozambique; Eduardo Mondlane University"
1191,2826,profile/Cornelius-Mweempwa,Cornelius Mweempwa,,"Ministry of Agriculture and Livestock, ZambiaVeterinary Services; Institute of Tropical Medicine Zambia; Institute of Tropical Medicine | ITM"
1192,2827,profile/Claudia-Pus,Claudia De Pus,,
1193,2828,profile/Banie-Penzhorn,Banie Penzhorn,,"University of Pretoria Pretoria, South Africa; University of Pretoria Pretoria, South Africa; University of Pretoria | UP"
1194,2830,profile/Percoma-Lassane,Percoma Lassané,,
1195,2831,profile/Yahaya-Adam,Yahaya Adam,,"University for Development Studies (UDS) & Veterinary College (VETCO) Tamale, Ghana; Veterinary Services Department/MOFA Accra, Ghana; Ministry of Food & Agriculture"
1196,2835,profile/Akoudjin-Massouroudini,Akoudjin Massouroudini,,Centre National de Recherche Scientifique et Technologique | CNRST
1197,2842,profile/Luc-Durel,Luc Durel,,Virbac France; Virbac France; Virbac France; Virbac
1198,2843,profile/Agustin-Estrada-Pena,Agustín Estrada-Peña,,University of Zaragoza | UNIZAR
1199,2844,profile/Michel-Franc,Michel Franc,,
1200,2847,profile/Ruben-Mubarqui-2,Ruben Leal Mubarqui,,
1201,2848,profile/Roberto-Angulo-3,Roberto Angulo,,
1202,2850,profile/Fonta-William-2,Fonta M. William,,"West African Science Service Center on Climate Change and Adapted Land Use (WASCAL) Accra, Ghana; African Development Bank Group Tunis, Tunisia; African Development Bank Group Tunis, Ivory Coast; African Development Bank Group | AfDB"
1203,2851,profile/Marc-Mueller-14,Marc Mueller,,Wageningen University & Research | WUR
1204,2853,profile/Thierry-Brevault,Thierry Brévault,,Cirad - La recherche agronomique pour le développement Senegal; Cirad - La recherche agronomique pour le développement | CIRAD
1205,2855,profile/Furaha-Mramba,Furaha Mramba,,
1206,2860,profile/Glenn-Bellis,Glenn Bellis,,"Charles Darwin UniversityDarwin, Australia; Charles Darwin University | CDU"
1207,2862,profile/Davita-Pillay,Davita Pillay,,"Université Victor Segalen Bordeaux 2 Bordeaux, France; Université Victor Segalen Bordeaux 2 | UB2"
1208,2863,profile/Julien-Izotte,Julien Izotte,,University of Bordeaux
1209,2864,profile/Fikru-Gari,Fikru Regassa Gari,,Addis Ababa University Ethiopia; Addis Ababa University | AAU
1210,2865,profile/P-Buescher,P. Büscher,,"Vrije Universiteit Brussel Belgium; Institute of Tropical Medicine Antwerpen, Belgium; Institute Of Tropical Medicine Belgium; Institute of Tropical Medicine | ITM"
1211,2867,profile/Amadou-Diaite,Amadou Diaïté,,Institut Sénégalais de Recherches Agricoles | ISRA
1212,2872,profile/Patrice-Grimaud,Patrice Grimaud,,"Makerere University Kampala, Uganda; Cirad - La recherche agronomique pour le développement Montpellier, France; Cirad - La recherche agronomique pour le développement | CIRAD"
1213,2877,profile/M-Mamadou-Sangare,M. Mamadou Sangaré,,Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) | CIRDES
1214,2879,profile/Nicolas-Diouf,Nicolas D. Diouf,,"Gaston Berger University, Saint-Louis"
1215,2883,profile/Augustin-Bance,Augustin Ziro Bancé,,
1216,2886,profile/Annelise-Tran,Annelise Tran,,Institute of Research for DevelopmentFrench Guiana; Cirad - La recherche agronomique pour le développement France; Cirad - La recherche agronomique pour le développement Reunion; Cirad - La recherche agronomique pour le développement | CIRAD
1217,2888,profile/Laurent-Granjon,Laurent Granjon,,Institute of Research for Development | IRD
1218,2893,profile/Fabrice-Courtin,Fabrice Courtin,,"Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) Bobo-Dioulasso, Burkina Faso; Institut Pierre Richet/Institut National de Santé Publique (Côte d'Ivoire) Bouaké, Ivory Coast; L’Institut de recherche pour le développement (IRD) Ouagadougou, Burkina Faso; Institute of Research for Development | IRD"
1219,2895,profile/Eliezer-Ngoran,Eliezer. Kouakou N’Goran,,"University ""Félix Houphouët-Boigny"""
1220,2900,profile/Serge-Morand,Serge Morand,,"Mahidol UniversityBangkok, Thailand; Mahasarakham University Maha Sarakham, Thailand; Kasetsart University Bangkok, Thailand; Kasetsart University | KU"
1221,2902,profile/Naomi-Dyer,Naomi A Dyer,,Liverpool School of Tropical Medicine
1222,2905,profile/Jean-Pierre-Dujardin,Jean-Pierre Dujardin,,Institute of Research for Development | IRD
1223,2907,profile/Stephane-Rocque,Stéphane de La Rocque,,Cirad - La recherche agronomique pour le développement | CIRAD
1224,2908,profile/Guy-Hendrickx-2,Guy Hendrickx,,
1225,2911,profile/Laurence-Vial,Laurence Vial,,Cirad - La recherche agronomique pour le développement | CIRAD
1226,2913,profile/Musa-Camara,Musa Camara,,University of Gambia | UTG
1227,2915,profile/Marc-Desquesnes,Marc Desquesnes,,Cirad - La recherche agronomique pour le développement | CIRAD
1228,2916,profile/Mamadou-Dia-3,Mamadou Lamine Dia,,
1229,2918,profile/As_Gouro,A.s. Gouro,,
1230,2921,profile/Els-Ducheyne,Els Ducheyne,,Johnson & Johnson | J&J
1231,2925,profile/Youssoufou-Sana,Youssoufou Sana,,Institut de l'Environnement et Recherches Agricoles | INERA
1232,2930,profile/Mathieu-Pruvot,Mathieu Pruvot,,"The University of Calgary Calgary, Canada; The University of Calgary"
1233,2932,profile/Harling-Caro-Riano,Harling Caro-Riaño,,
1234,2937,profile/Samir-Messad-2,Samir Messad,,Cirad - La recherche agronomique pour le développement | CIRAD
1235,2939,profile/Rodolphe-Rougerie,Rodolphe Rougerie,,"University of Guelph Canada; Université de Rouen France; French National Institute for Agriculture, Food, and Environment (INRAE) France; Muséum National d'Histoire Naturelle"
1236,2941,profile/Andrianjakarivony-Felana,Andrianjakarivony Felana,,Ecole Centrale de Lyon | ECL
1237,2942,profile/Benjamin-Gaudillat,Benjamin Gaudillat,,"Université de Neuchâtel Neuchâtel, Switzerland; Cyclotron Réunion Indian Ocean | CYROI"
1238,2944,profile/Olivier-Fontaine-7,Olivier Fontaine,,
1239,2945,profile/Frederic-Chiroleu,Frédéric Chiroleu,,"Cirad - La recherche agronomique pour le développement Saint-Pierre, Reunion; Cirad - La recherche agronomique pour le développement | CIRAD"
1240,2947,profile/Cyrille-Lebon,Cyrille Lebon,,Institute of Research for Development | IRD
1241,2948,profile/Gilbert-Le-Goff,Gilbert Le Goff,,"Institute of Research for Development Marseille, France; Institute of Research for DevelopmentMarseille, France; Institute of Research for Development Marseille, France; Institute of Research for Development | IRD"
1242,2950,profile/Guillaume-Lacour-2,Guillaume Lacour,,"Institut Pasteur de Guyane Cayenne, French Guiana"
1243,2952,profile/Severine-Ligout,Severine Ligout,,Nestlé S.A.
1244,2953,profile/Michael-Greenfield-4,Michael D Greenfield,,"University of ToursTours, France; University of Kansas Lawrence, United States; Université Jean Monnet Saint-Étienne, France; University of Kansas | KU"
1245,2955,profile/Yvan-Bettarel,Yvan Bettarel,,"Université de Montpellier Montpellier, France; Institute of Research for Development | IRD"
1246,2956,profile/Philippe-Cecchi,Philippe Cecchi,,Institute of Research for Development | IRD
1247,2957,profile/Sonia-Monteil,Sonia Monteil,,Aix-Marseille Université | AMU
1248,2959,profile/Christelle-Desnues-2,Christelle Desnues,,
1249,2961,profile/Fabrice-Armougom,Fabrice Armougom,,Institut Méditerranéen d’océanologie
1250,2964,profile/Emily-Chase-2,Emily Erin Chase,,"Acadia University Wolfville, Canada; Dalhousie University Halifax, Canada; University of Tennessee Knoxville, United States; University of Tennessee | UTK"
1251,2965,profile/Angelique-Gobet,Angélique Gobet,,"Station Biologique de Roscoff Roscoff, France; Institut Français de Recherche pour l'Exploitation de la Mer | Ifremer"
1252,2967,profile/Hualong-Wang-4,Hualong Wang,,Ocean University of China | OUC
1253,2968,profile/Min-Wang-74,Min Wang,,"Ocean University of China，College of Marine life sciences Qingdao, China; Ocean University of China | OUC"
1254,2970,profile/Naudet-Jeanne,Naudet Jeanne,,
1255,2971,profile/Emmanuelle-Dorbcastel,Emmanuelle Roque d'Orbcastel,,Institut Français de Recherche pour l'Exploitation de la Mer | Ifremer
1256,2972,profile/Thierry-Bouvier-2,Thierry Bouvier,,
1257,2974,profile/Duong-Nguyen-53,Duong Huy Nguyen,,"Hong Duc University Thanh Hóa, Vietnam; Vietnam Academy of Science and Technology | VAST"
1258,2975,profile/Ha-Chu-16,Ha Hoang Chu,,"Leibniz Institute of Plant Genetics and Crop Plant Research Gatersleben, Germany; Vietnam Academy of Science and Technology | VAST"
1259,2976,profile/Van-Ngoc-Bui,Van Ngoc Bui,,Vietnam Academy of Science and Technology | VAST
1260,2978,profile/Huy-Chu-6,Huy Nhat Chu,,Vietnam Academy of Science and Technology | VAST
1261,2979,profile/Jean-Christophe-Auguet,Jean-Christophe Auguet,,CNRSMARBEC
1262,2981,profile/Elsa-Gadoin,Elsa Gadoin,,Ghent University | UGhent
1263,2985,profile/Sebastien-Halary,Sebastien Halary,,Muséum National d'Histoire Naturelle
1264,2988,profile/Marion-Dellinger,Marion Dellinger,,Hólar University College
1265,2989,profile/Bastien-Sadoul,Bastien Sadoul,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1266,2991,profile/Aurelie-Guillou,Aurelie Guillou,,Institute of Research for Development | IRD
1267,2992,profile/Sandrine-Crochemore,Sandrine Crochemore,,
1268,2995,profile/Marlene-Chiarello-2,Marlène Chiarello,,"French National Institute for Agriculture, Food, and Environment (INRAE)Department of Waters; Université de Montpellier Montpellier, France; University of Toulouse France; University of Mississippi | UM"
1269,2996,profile/Nicholas-Graham-7,Nicholas A J Graham,,James Cook University | JCU
1270,2997,profile/Thomas-Claverie,Thomas Claverie,,University of La Réunion
1271,2999,profile/Corinne-Bouvier,Corinne Bouvier,,"French National Centre for Scientific Research Montpellier, France; CELIMER Centre du Littoral et de la MerSète, France; French National Centre for Scientific Research France; French National Centre for Scientific Research | CNRS"
1272,3001,profile/Marine-Combe,Marine Combe,,Institute of Research for Development French Guiana; Institute of Research for Development French Guiana; Institute of Research for Development French Guiana; Institute of Research for Development | IRD
1273,3002,profile/Antoinette-Ama,Antoinette Adingra Ama,,
1274,3004,profile/Chi-Thanh-Mai,Chi Thanh Mai,,Nara Institute of Science and Technology | NAIST
